quadkey,latitude,longitude,rwi,error
13221233330022,11.4477230,106.5344238,-0.042,0.382
13221300331122,15.5489602,108.2043457,-0.314,0.405
13223011133223,10.4986143,106.7321777,-0.146,0.408
13221300030211,16.2041247,107.3034668,-0.331,0.396
13221011111010,21.9328544,106.7541504,-0.598,0.456
13221303031211,14.8492310,108.8854980,0.550,0.421
13221100020201,21.5246269,106.9079590,-0.221,0.399
13223010130300,10.7361753,105.2160645,0.099,0.406
13221322023203,11.9211029,107.0837402,0.348,0.397
13221301202221,15.6547754,108.3142090,0.143,0.414
13223012103211,9.5249141,105.0183105,-0.058,0.395
13223100033220,10.5202184,107.4133301,1.010,0.417
13221322132220,11.8996033,107.9406738,-0.623,0.408
13221011032011,21.4428427,105.8972168,0.000,0.444
13203232031233,22.7660511,104.6667480,-0.457,0.363
13221300122012,16.0985977,107.6330566,-0.247,0.391
13223100100301,11.0813844,107.6989746,0.469,0.445
13223013023032,9.1997151,105.6994629,-0.020,0.407
13203223222002,22.0754590,102.6672363,-0.336,0.421
13221030103323,18.9894144,105.0622559,-0.009,0.400
13221031022321,18.6774709,105.5895996,0.638,0.418
13221013010102,20.6019358,105.9191895,0.612,0.406
13223012102302,9.5032437,104.8645020,-0.057,0.434
13221031021202,18.8647066,105.6555176,0.454,0.382
13221233322123,11.2753865,106.2927246,-0.099,0.404
13221001313230,20.9922139,103.9416504,-0.512,0.349
13221011123130,21.4019335,106.4904785,-0.469,0.386
13221323200013,11.8350943,108.3581543,0.248,0.414
13221011220200,20.8690774,105.4797363,0.231,0.379
13223011021102,10.8009324,105.7434082,-0.585,0.401
13221301222031,15.4007275,108.3581543,0.190,0.410
13221011300000,21.2791370,106.1828613,0.938,0.488
13223100000232,11.0166883,106.9299316,0.475,0.414
13221033101113,17.9473804,106.5124512,0.411,0.433
13221100200310,21.1972157,107.0178223,-0.204,0.406
13221323222320,11.2107336,108.3801270,-0.038,0.399
13221031223331,18.0100796,105.8093262,-0.436,0.399
13221011000232,21.7901067,105.5236816,-0.164,0.405
13221322110312,12.4365763,108.0725098,-0.542,0.385
13221300011102,16.6046096,107.5012207,0.666,0.417
13221303000103,15.2523892,108.4020996,-0.402,0.368
13203233130122,22.8470703,106.6223145,-0.662,0.362
13221012123313,20.0249676,105.1062012,-0.211,0.390
13223010123003,10.6282159,104.9743652,0.525,0.412
13221300011231,16.4992989,107.4792480,0.789,0.400
13221013203031,19.7563639,105.7214355,0.279,0.414
13221012120002,20.2725029,104.7766113,0.819,0.411
13221302303110,14.4240402,107.8967285,-0.076,0.375
13221303000232,15.1251586,108.3361816,-0.619,0.353
13223011322320,9.8281543,106.2707520,-0.428,0.396
13223011130020,10.7793483,106.5344238,0.612,0.423
13221011212022,21.0537441,105.8312988,0.950,0.442
13203233312202,22.3195891,106.5344238,-0.433,0.370
13221011330200,20.8690774,106.5344238,0.591,0.427
13223011021320,10.6929962,105.7434082,-0.086,0.414
13221302112121,15.0615146,108.0505371,-0.807,0.362
13221013200001,19.9630226,105.5017090,0.395,0.414
13203232333232,21.9532352,105.3479004,-0.448,0.401
13221233213332,11.5338520,106.1389160,0.118,0.406
13221100212132,21.0537441,107.3693848,0.433,0.397
13221012313100,19.7977172,105.3918457,0.530,0.411
13221303003012,15.0827314,108.5119629,-0.442,0.405
13221322022230,11.8996033,106.9299316,-0.611,0.381
13221011110131,21.8920839,106.6882324,-0.225,0.394
13223011122023,10.5850215,106.2048340,0.203,0.420
13221323022212,11.9211029,108.3361816,0.343,0.420
13221013100213,20.5196439,106.2487793,0.236,0.411
13223011020001,10.8225151,105.5017090,0.313,0.389
13223011102013,10.9735497,106.2487793,0.176,0.408
13203232303320,22.2992611,105.0402832,-0.016,0.371
13223100021221,10.6929962,107.0837402,0.154,0.423
13221012123010,20.1281550,104.9963379,-0.746,0.462
13223011303220,10.1743738,106.3586426,0.122,0.420
13221303002131,15.0615146,108.4460449,0.217,0.406
13221011310000,21.2791370,106.5344238,0.141,0.402
13221013110000,20.6225019,106.5344238,0.240,0.392
13221320330030,12.8439375,107.9846191,0.292,0.396
13221300322230,15.3159757,107.6330566,-0.400,0.308
13223012303211,8.8307950,105.0183105,-0.048,0.395
13221011312123,21.0537441,106.6442871,1.174,0.425
13221323000010,12.5438394,108.3361816,-0.083,0.398
13203223220212,22.1568828,102.7111816,-0.679,0.344
13221321301100,13.2292507,109.2590332,0.419,0.387
13221001213120,21.0742486,103.2824707,-0.363,0.342
13221030133103,18.7815164,105.4138184,0.279,0.399
13221320330311,12.8010881,108.0944824,-0.174,0.400
13221233332002,11.3184804,106.5344238,-0.179,0.393
13221300310320,15.8239658,108.0285645,0.339,0.413
13223010113113,10.9735497,105.4577637,-0.604,0.309
13203232123333,22.6038685,105.1062012,0.406,0.406
13221300121323,16.1408153,107.8747559,-0.032,0.413
13221303000231,15.1463690,108.3581543,0.012,0.411
13221010013123,21.7084727,104.7106934,-0.622,0.349
13221233331123,11.4477230,106.8200684,-0.234,0.396
13221323231002,11.4907908,108.8195801,-0.419,0.403
13221301202130,15.7393882,108.4240723,0.331,0.415
13223012122320,9.1346391,104.8645020,0.237,0.478
13203222133032,22.6849838,102.5354004,-0.422,0.336
13221303021133,14.8704688,108.6218262,-0.312,0.420
13221100130302,21.5041851,108.0285645,-0.288,0.519
13221010130222,21.4632931,105.1281738,-0.012,0.411
13221011221131,20.9101341,105.8093262,0.560,0.442
13221300133030,16.0774856,108.1604004,1.342,0.415
13221302333300,13.9980363,108.2043457,0.288,0.400
13223100022000,10.6498109,106.8859863,-0.181,0.432
13203232031230,22.7863104,104.6447754,-0.534,0.383
13221011200111,21.2791370,105.6335449,0.915,0.421
13223012123131,9.2214045,105.1062012,0.330,0.387
13221302113201,15.0190747,108.1384277,-1.125,0.356
13221031212301,18.3858046,105.9411621,0.604,0.425
13223010132132,10.5850215,105.2600098,0.696,0.420
13221013022121,20.0868882,105.5895996,-0.017,0.394
13221233322102,11.3184804,106.2707520,0.045,0.388
13223012302010,8.9176335,104.8205566,-0.063,0.435
13203232022203,22.6444321,104.0954590,0.269,0.404
13221301220122,15.5489602,108.3801270,0.115,0.404
13221012121003,20.2725029,104.9743652,0.245,0.394
13221011212112,21.0947502,105.9631348,1.197,0.439
13223013020103,9.4165483,105.5895996,0.131,0.398
13221100201313,21.1767283,107.2155762,-0.405,0.383
13221011121020,21.5655017,106.3586426,-0.072,0.392
13223013022020,9.2214045,105.4797363,0.271,0.410
13221011310021,21.2381821,106.5563965,-0.587,0.413
13221011102111,21.7697025,106.3366699,-0.603,0.342
13223011003132,10.9304048,105.7873535,-0.556,0.394
13221033311121,17.2562360,106.8200684,0.137,0.402
13223011032123,10.5850215,105.9411621,-0.066,0.414
13221011212013,21.0947502,105.8972168,0.852,0.455
13223012312212,8.8090822,105.1721191,-0.655,0.401
13223012311000,9.0912484,105.3039551,-0.117,0.415
13221300301310,15.8662413,107.8967285,1.106,0.415
13221211111012,16.6046096,106.7541504,0.043,0.407
13221033010032,17.9055685,105.8752441,-0.085,0.416
13221323200133,11.7920798,108.4460449,0.516,0.398
13221122203222,16.9832482,107.0617676,0.824,0.400
13221300331031,15.5701276,108.1823730,0.489,0.407
13221321301121,13.1864679,109.2810059,1.018,0.401
13221010112003,21.7492955,105.1501465,0.014,0.407
13223100031102,10.8009324,107.5012207,-0.846,0.397
13221320112210,13.6566625,107.9846191,-0.214,0.404
13221323001032,12.4794869,108.5119629,-0.605,0.352
13221010331233,20.8074712,105.3698730,-0.113,0.389
13221010321231,20.8280094,105.0183105,-0.493,0.405
13221122203020,17.0882909,107.0617676,0.358,0.421
13223100201112,10.4554016,107.1936035,0.001,0.446
13221233321112,11.4907908,106.4904785,-0.566,0.375
13221303320021,14.2111385,109.0173340,-0.078,0.399
13221302112120,15.0615146,108.0285645,-0.681,0.424
13203232031213,22.8065667,104.6667480,0.041,0.386
13221011302101,21.1152490,106.2927246,0.433,0.430
13221010110031,21.8920839,105.1940918,0.266,0.373
13221321232013,12.6939327,108.7097168,0.185,0.423
13221322122202,11.9211029,107.5891113,-0.261,0.399
13221010313303,21.0127268,105.4138184,0.212,0.405
13221303022220,14.6367386,108.2922363,-0.411,0.373
13223100210013,10.4554016,107.3034668,0.406,0.394
13221100203301,21.0332369,107.1716309,0.359,0.390
13223010323220,9.8281543,104.9523926,-0.767,0.415
13221100212101,21.1152490,107.3474121,0.271,0.389
13221031200333,18.4900283,105.6335449,0.641,0.404
13221010013021,21.7288855,104.6228027,-0.379,0.388
13221322022113,12.0070844,107.0397949,-0.315,0.402
13223011233320,9.8281543,106.0949707,-0.264,0.390
13221012102202,20.3549272,104.7766113,-0.443,0.372
13221013112020,20.4167166,106.5344238,0.648,0.365
13223100030032,10.7577626,107.2814941,0.117,0.394
13203233130313,22.8065667,106.6882324,-0.554,0.310
13221301223003,15.4219101,108.4899902,-0.259,0.386
13223011011120,11.1245072,106.0949707,0.399,0.412
13203232123130,22.7052551,105.0842285,-0.105,0.417
13221013021120,20.2518900,105.7434082,0.093,0.407
13223011131301,10.7361753,106.8200684,0.590,0.443
13203232123132,22.6849838,105.0842285,0.529,0.396
13221012011302,20.5196439,104.6887207,-0.560,0.385
13221323023233,11.8781020,108.5339355,0.139,0.419
13223010323110,9.9580298,105.0842285,0.256,0.443
13221013003323,20.3137206,105.7653809,0.456,0.411
13221100203021,21.0742486,107.0837402,-0.365,0.402
13221302031111,14.9341696,107.5671387,0.338,0.431
13221012333303,19.3629758,105.4138184,0.232,0.396
13221011220312,20.8485448,105.6115723,0.520,0.417
13221233231010,11.5123222,106.0510254,-0.552,0.397
13203233030211,22.8268200,105.8972168,-1.025,0.334
13221013013321,20.3343253,106.1169434,0.697,0.414
13203223203213,22.3195891,102.9089355,-0.288,0.406
13221100202033,21.0537441,106.9519043,-0.112,0.395
13221301202120,15.7393882,108.3801270,0.535,0.431
13221321202332,12.9081979,108.4240723,-0.478,0.397
13223013101320,9.6549077,106.4465332,0.151,0.403
13221323001000,12.5438394,108.4680176,-0.495,0.400
13221010133310,21.3610128,105.4357910,0.455,0.402
13221233322010,11.3400249,106.2268066,0.095,0.392
13223013001110,9.7848511,105.7873535,-0.041,0.400
13221011210300,21.1972157,105.9191895,0.504,0.428
13223100112003,10.9735497,107.9626465,0.130,0.474
13221031223032,18.0727566,105.6994629,-0.184,0.409
13221303203023,14.3601909,108.4899902,-0.507,0.376
13221033103123,17.7382226,106.4685059,0.501,0.412
13221303012310,15.0190747,108.7756348,0.165,0.410
13223011322022,9.8930985,106.1828613,-0.516,0.413
13221300310331,15.8239658,108.0944824,0.819,0.399
13221302333010,14.0833011,108.1604004,-0.235,0.419
13221122233212,16.6888167,107.4572754,0.192,0.466
13221013011131,20.5813670,106.1608887,0.275,0.414
13221323011110,12.5438394,108.9514160,0.399,0.401
13221322133202,11.9211029,108.1164551,-0.270,0.415
13221013200103,19.9423689,105.5895996,0.644,0.416
13221013210200,19.8803914,105.8312988,0.409,0.426
13203223311213,22.4821059,103.9636230,1.024,0.469
13223011233203,9.8498038,106.0290527,0.179,0.416
13221100020030,21.5655017,106.9299316,-0.378,0.384
13203233031002,22.8875618,106.0070801,-0.255,0.346
13223011303203,10.1960002,106.3806152,0.861,0.411
13203232103130,23.0291870,105.0842285,-0.357,0.306
13223011211133,10.4121830,106.1608887,0.540,0.407
13221122222100,16.7940233,106.9738770,-0.029,0.415
13221300013310,16.3728503,107.5451660,0.271,0.414
13203233322020,22.0550957,106.1828613,-0.391,0.393
13223100200003,10.4554016,106.9079590,-0.163,0.393
13221001030321,21.4837405,103.1286621,-0.677,0.388
13223012300221,8.9610451,104.7985840,-0.220,0.367
13223011113120,10.9519780,106.7980957,0.898,0.469
13221013022221,20.0043220,105.5017090,0.527,0.405
13223011210210,10.3905714,105.8752441,-0.214,0.413
13221011221032,20.8896072,105.6994629,0.460,0.417
13221301222301,15.3583559,108.4020996,0.203,0.401
13221233233023,11.2753865,106.0290527,-0.090,0.410
13221302321313,14.1472288,107.9187012,-0.245,0.377
13221320330103,12.8653594,108.0505371,0.094,0.403
13221011203032,21.0537441,105.6994629,1.064,0.472
13221322032122,11.9640971,107.3254395,-0.462,0.408
13221010132331,21.3200806,105.2819824,0.699,0.443
13221012120303,20.1900348,104.8864746,0.037,0.306
13223100122102,10.6282159,107.6770020,0.244,0.388
13221322121211,12.1145226,107.8308105,-0.437,0.374
13223011231301,10.0445848,106.1169434,0.205,0.413
13221010010322,21.7901067,104.5129395,-0.321,0.425
13221321221212,12.7796606,108.5119629,-0.115,0.394
13221010102231,21.6472167,104.8425293,0.102,0.408
13223011102222,10.8440961,106.1828613,0.008,0.365
13223013020100,9.4382242,105.5676270,-0.185,0.400
13223011220000,10.1311167,105.4797363,0.370,0.409
13221322013033,12.3078021,107.4792480,-0.158,0.400
13221100023323,21.2996102,107.1716309,-0.037,0.388
13223012132030,9.2214045,105.1721191,0.346,0.415
13223012121030,9.3948711,104.9963379,-0.015,0.406
13221303221030,14.2111385,108.5119629,-0.128,0.380
13221321300123,13.1650736,109.1052246,0.084,0.422
13221321220110,12.8867796,108.4240723,-0.440,0.413
13221233301312,11.7490585,106.4904785,-0.136,0.391
13221030102233,18.9894144,104.8425293,-0.441,0.368
13221012223132,19.4044302,104.3811035,-0.708,0.339
13221300120310,16.2041247,107.7209473,-0.120,0.403
13221031200201,18.5525320,105.5017090,0.343,0.428
13221322201323,11.7060306,107.1716309,-0.100,0.389
13221323023210,11.9426009,108.5119629,0.749,0.446
13221322213200,11.5984314,107.4133301,-0.146,0.395
13203232301112,22.5632929,105.0842285,-0.184,0.376
13221030100133,19.2385495,104.9304199,-0.144,0.393
13203233221333,22.1161768,105.8093262,-0.141,0.403
13223010133111,10.6498109,105.4577637,-0.216,0.412
13221012110221,20.4990639,105.1501465,-0.052,0.356
13221013013320,20.3343253,106.0949707,0.665,0.407
13223011230230,10.0013102,105.8752441,0.302,0.415
13223010212332,10.1527460,104.5568848,-0.148,0.398
13221233211332,11.7060306,106.1389160,-0.196,0.406
13223010131101,10.8225151,105.4138184,0.172,0.381
13221233323201,11.2538371,106.3806152,0.356,0.392
13221010031311,21.5246269,104.7546387,0.300,0.403
13221031233333,17.9891824,106.1608887,0.197,0.408
13221011232103,20.7663865,105.9411621,0.339,0.425
13221100222101,20.7869302,106.9958496,0.455,0.410
13221303323223,13.9340669,109.1931152,0.596,0.412
13223011023133,10.5850215,105.8093262,-0.014,0.415
13221303003033,15.0402957,108.5339355,-0.815,0.380
13223011030013,10.8009324,105.8972168,0.244,0.420
13221010130022,21.5450657,105.1281738,-0.087,0.416
13221010121103,21.5859348,105.0622559,0.102,0.394
13203232310233,22.4414945,105.1940918,-0.330,0.370
13221012112133,20.3961229,105.2819824,-0.314,0.392
13223013030231,9.3081485,105.8972168,0.395,0.412
13203232330003,22.2382596,105.1501465,0.149,0.396
13221320313323,12.9081979,108.2263184,-0.877,0.409
13221010111221,21.8105080,105.3259277,-0.229,0.400
13223100112013,10.9735497,108.0065918,-0.047,0.489
13221323023020,11.9855916,108.4680176,0.016,0.425
13221321020323,13.4216803,108.4020996,0.696,0.416
13221100023303,21.3405481,107.1716309,-0.183,0.385
13221011110233,21.7901067,106.6003418,-0.233,0.399
13221010311311,21.1972157,105.4577637,0.531,0.420
13221013200330,19.8390597,105.6115723,0.669,0.415
13221322110303,12.4365763,108.0505371,0.023,0.406
13221013210300,19.8803914,105.9191895,0.159,0.416
13221031000111,19.3007745,105.6335449,0.033,0.383
13221010120123,21.5450657,104.8864746,-0.751,0.364
13221302331320,14.1259215,108.2043457,0.013,0.400
13221010310021,21.2381821,105.1501465,-0.193,0.406
13223011213001,10.3041101,106.0290527,0.047,0.413
13221011301032,21.2177003,106.4025879,-0.443,0.398
13223013001032,9.7198857,105.6994629,-0.009,0.418
13221303020013,14.9129381,108.3581543,-0.130,0.376
13221321302031,13.0152618,109.0612793,0.109,0.410
13221013000231,20.4990639,105.5456543,0.286,0.408
13203233332111,22.0958194,106.6882324,0.149,0.389
13221233303220,11.5553801,106.3586426,-0.194,0.386
13223100201000,10.4770087,107.0617676,0.362,0.432
13221030110223,19.1555462,105.1501465,-0.157,0.380
13223013103102,9.5899171,106.4465332,-0.513,0.388
13221322301322,11.7060306,107.8527832,-0.760,0.375
13221322110100,12.5438394,108.0285645,-0.347,0.409
13221011312033,21.0537441,106.6003418,1.196,0.466
13223010132033,10.5850215,105.1940918,0.158,0.407
13221323022103,12.0070844,108.4020996,0.848,0.424
13223011310203,10.3689583,106.5563965,0.268,0.431
13221122232002,16.7729866,107.2375488,0.503,0.420
13223010311110,10.4770087,105.4357910,-0.291,0.412
13203223221131,22.2179198,102.9968262,-0.718,0.383
13221303232023,14.0193555,108.6657715,-0.056,0.403
13203232332323,21.9532352,105.2380371,0.209,0.395
13223011023102,10.6282159,105.7434082,0.063,0.389
13221322011331,12.4151184,107.5671387,0.140,0.359
13221011132211,21.3610128,106.6003418,0.490,0.405
13221322100132,12.4794869,107.7209473,0.220,0.369
13221011132223,21.2996102,106.5563965,-0.029,0.395
13203232021202,22.8065667,104.2492676,0.001,0.393
13221001031213,21.5041851,103.2604980,-0.464,0.399
13221302123212,14.6579971,107.8088379,0.202,0.399
13221010310331,21.1562380,105.2819824,0.650,0.437
13223012121321,9.3081485,105.0622559,-0.138,0.425
13221012320200,19.5494371,104.7766113,-0.641,0.336
13221011103313,21.6676382,106.5124512,0.525,0.407
13221011300012,21.2586610,106.2268066,0.635,0.412
13221011303112,21.0947502,106.4904785,1.259,0.436
13221100002231,21.6472167,106.9519043,-0.749,0.361
13221233331130,11.4692577,106.8420410,-0.016,0.402
13221321023300,13.3147939,108.5559082,-0.457,0.391
13221012010232,20.4784813,104.4689941,0.108,0.435
13221302322333,13.9340669,107.7429199,-0.024,0.401
13221012013223,20.3137206,104.6228027,-0.604,0.315
13221030102313,19.0309630,104.9304199,0.266,0.400
13223012321121,8.7004990,105.0622559,-0.110,0.420
13221011132002,21.4223895,106.5344238,0.008,0.400
13221321002220,13.6139558,108.2922363,-0.477,0.381
13223013012232,9.4598988,105.8752441,0.017,0.399
13221303031331,14.8067491,108.9733887,0.681,0.400
13221322131122,12.1360050,108.2043457,-0.025,0.383
13223100033021,10.6066195,107.4353027,0.687,0.411
13221011231210,20.8690774,106.0510254,0.571,0.440
13221010310202,21.1767283,105.1281738,0.079,0.371
13221322123222,11.8781020,107.7648926,-0.001,0.401
13221303020303,14.8279911,108.4020996,0.456,0.408
13223012120233,9.2864645,104.8425293,-0.361,0.426
13221320133012,13.3789314,108.1604004,-0.721,0.389
13221302110220,15.1463690,107.9406738,-0.320,0.326
13203233130310,22.8268200,106.6662598,-0.593,0.340
13223012320300,8.6570568,104.8645020,-0.183,0.410
13221100032211,21.3610128,107.3034668,-0.580,0.391
13221013013023,20.3961229,106.0290527,0.068,0.411
13223100110310,11.0813844,108.0725098,0.023,0.455
13221321121032,13.5071552,109.2150879,-0.040,0.411
13221303033012,14.7430107,108.8635254,0.039,0.410
13203232023022,22.6849838,104.2492676,0.370,0.395
13221323211101,11.8565990,108.9294434,0.001,0.347
13221001330013,20.9306583,103.7878418,-0.769,0.367
13221013203123,19.7356832,105.7653809,0.397,0.418
13221322122303,11.9211029,107.6989746,-0.805,0.380
13223011323332,9.8065034,106.4904785,0.685,0.407
13223010213112,10.2824911,104.7326660,0.500,0.392
13223011210332,10.3257277,105.9631348,0.486,0.419
13203232030313,22.8065667,104.5788574,-0.155,0.375
13221233303321,11.5553801,106.4685059,-0.444,0.388
13223011323110,9.9580298,106.4904785,0.070,0.387
13223012311223,8.9393399,105.3259277,-0.229,0.413
13223011232001,9.9580298,105.8532715,0.170,0.438
13221001132313,21.3405481,103.8757324,0.485,0.390
13221320110302,13.8060751,108.0285645,-0.033,0.391
13223100022312,10.5418209,107.0178223,-0.194,0.454
13203223320013,22.2382596,103.4362793,-0.139,0.404
13221013100201,20.5402210,106.2048340,0.476,0.418
13223100103130,10.9519780,107.8967285,0.240,0.466
13221320101203,13.8060751,107.7868652,-0.404,0.392
13221001210012,21.2586610,103.0627441,0.273,0.420
13221320332121,12.6724962,108.0505371,1.605,0.471
13221013210102,19.9423689,105.9191895,0.899,0.413
13221100222132,20.7252905,107.0178223,-0.135,0.435
13221320333113,12.6939327,108.2702637,0.305,0.403
13203233333333,21.9532352,106.8640137,-0.385,0.363
13221030311203,18.5317000,105.3259277,-0.407,0.393
13221010101323,21.7901067,105.0622559,0.561,0.391
13221031020311,18.8854977,105.6335449,0.188,0.406
13221013221323,19.4873072,105.7653809,0.161,0.402
13223101000013,11.1460662,108.3581543,-0.294,0.373
13221011320121,20.9101341,106.2927246,1.189,0.441
13221010022022,21.3814746,104.0734863,0.181,0.409
13221233310111,11.8565990,106.6882324,0.002,0.412
13221303213221,14.2963234,108.8415527,0.486,0.423
13223011002300,10.9088300,105.5676270,-0.133,0.409
13221031231023,18.2397857,106.0290527,0.219,0.396
13221030133100,18.8023178,105.3918457,0.223,0.380
13223011122310,10.5634219,106.3146973,0.042,0.415
13221300331210,15.5277906,108.1604004,0.279,0.398
13221001311113,21.2586610,104.0515137,0.082,0.400
13223012320023,8.6787785,104.7985840,0.075,0.372
13221302301331,14.4665962,107.9187012,0.072,0.407
13221010331120,20.9101341,105.3918457,0.140,0.413
13221033132123,17.4030627,106.6442871,0.518,0.417
13221013203312,19.6943139,105.7873535,1.087,0.404
13223100031210,10.7361753,107.4572754,-0.102,0.389
13221321002222,13.5925995,108.2922363,-0.370,0.376
13223010131011,10.8225151,105.3698730,0.601,0.401
13223011211332,10.3257277,106.1389160,0.342,0.420
13221013110202,20.5196439,106.5344238,0.369,0.415
13221013120132,20.2312743,106.3146973,0.618,0.416
13221122202100,17.1302914,106.9738770,-0.116,0.378
13203233212123,22.3602361,105.9411621,-1.001,0.359
13223100032000,10.6498109,107.2375488,1.090,0.450
13221031020110,18.9686362,105.6115723,0.689,0.380
13223012130330,9.3081485,105.2600098,0.063,0.412
13221321123123,13.3361750,109.2810059,0.416,0.431
13221031001300,19.2178026,105.7434082,-0.072,0.423
13223100012103,10.9735497,107.3474121,0.481,0.396
13203233131230,22.7863104,106.7541504,-0.338,0.385
13221013030311,20.2106559,105.9851074,0.898,0.430
13221001321010,20.9511796,103.5900879,-0.122,0.410
13221011212331,20.9922139,105.9851074,0.778,0.452
13223011132131,10.6066195,106.6882324,0.388,0.426
13221323032222,11.8781020,108.6437988,-0.538,0.343
13223101000011,11.1676236,108.3581543,-0.757,0.397
13221011321233,20.8074712,106.4245605,0.116,0.415
13223013030222,9.2864645,105.8312988,0.177,0.415
13221010221123,20.8896072,104.3591309,-0.451,0.388
13203232323103,22.0754590,105.0622559,0.017,0.388
13223011020031,10.7793483,105.5456543,-0.514,0.417
13221320132112,13.3789314,108.0725098,-0.662,0.383
13221321010003,13.8914108,108.6657715,-0.510,0.386
13221302332012,14.0619878,107.9846191,0.335,0.392
13223001313012,10.2824911,103.9416504,0.119,0.379
13221322203101,11.6845141,107.1716309,-0.283,0.380
13221321121213,13.4644216,109.2370605,0.318,0.403
13223012130313,9.3298312,105.2819824,-0.258,0.414
13221320312312,12.9510290,108.0725098,-0.060,0.398
13223010332000,9.9580298,105.1281738,0.757,0.446
13203230333330,23.2716267,105.4357910,0.045,0.369
13203232112300,22.9887378,105.2160645,0.212,0.357
13221323100103,12.5223904,109.1052246,0.910,0.422
13223011332300,9.8714518,106.6223145,0.600,0.479
13221010132322,21.2996102,105.2160645,0.429,0.415
13221233321031,11.4692577,106.4245605,-0.002,0.387
13221322021303,12.0930384,107.1716309,-0.144,0.384
13223013103030,9.5682508,106.4025879,-0.130,0.403
13223010132202,10.5418209,105.1281738,0.308,0.412
13203233030302,22.8065667,105.9191895,-0.520,0.374
13203232100313,23.1302568,104.9304199,-0.234,0.370
13221322031002,12.1789647,107.4133301,-0.313,0.372
13223013021301,9.3515125,105.7653809,0.241,0.412
13203232130130,22.8673176,105.2600098,-0.620,0.306
13223012110102,9.7631974,105.2160645,-0.017,0.409
13221013020132,20.2312743,105.6115723,-0.108,0.380
13221031322132,18.0727566,106.3146973,-0.168,0.412
13221233322230,11.2107336,106.2268066,-0.179,0.399
13223010331120,10.0878536,105.3918457,0.120,0.406
13223010211030,10.4337931,104.6447754,0.151,0.434
13223011230103,10.1094859,105.9411621,-0.175,0.412
13221011212303,21.0127268,105.9411621,0.987,0.482
13221233131323,12.0500648,106.8200684,-0.052,0.397
13221030121122,18.9062862,105.0402832,-0.150,0.387
13223011303122,10.2392486,106.4465332,0.340,0.418
13221323201302,11.7490585,108.5559082,-0.302,0.389
13223011131300,10.7361753,106.7980957,0.585,0.436
13223011302301,10.2176252,106.2927246,0.527,0.411
13221321230322,12.7368003,108.7316895,0.053,0.399
13223011202232,10.1527460,105.5236816,0.294,0.401
13203223132210,22.6647094,103.7658691,-0.333,0.396
13221233323033,11.2753865,106.4245605,0.191,0.409
13221011110020,21.8920839,106.5344238,0.186,0.378
13221031231031,18.2606530,106.0729980,0.238,0.408
13221011303022,21.0537441,106.3586426,0.534,0.425
13221010132120,21.4019335,105.2160645,0.916,0.473
13221323022310,11.9426009,108.4240723,1.460,0.474
13223013030201,9.3515125,105.8532715,0.121,0.425
13221013201132,19.9010533,105.7873535,0.457,0.413
13223011213200,10.2176252,106.0070801,0.596,0.414
13223012312320,8.7873681,105.2160645,-0.606,0.380
13221323213011,11.6845141,108.8854980,0.404,0.376
13221100030222,21.4632931,107.2375488,-0.277,0.314
13221322102103,12.3507339,107.6989746,-0.413,0.414
13221010321332,20.8074712,105.0842285,-0.575,0.423
13221013010122,20.5607954,105.9191895,0.746,0.423
13203233012221,22.9482765,105.8532715,-0.816,0.300
13221013021330,20.1694109,105.7873535,0.440,0.394
13223011220201,10.0445848,105.5017090,-0.033,0.407
13221011301030,21.2381821,106.4025879,-0.325,0.389
13223100020331,10.6929962,107.0397949,1.380,0.426
13221010013131,21.7288855,104.7546387,-0.451,0.388
13221302122022,14.7005081,107.5891113,-0.226,0.382
13203232310203,22.4821059,105.1501465,-0.332,0.319
13221011301322,21.1357449,106.4465332,0.655,0.430
13221012323311,19.3837043,105.1062012,0.322,0.358
13221013103311,20.3755265,106.5124512,0.317,0.402
13203233221302,22.1568828,105.7434082,-0.531,0.380
13223010133201,10.5634219,105.3259277,0.243,0.407
13223011320210,10.0445848,106.2268066,0.736,0.411
13221013021202,20.1900348,105.6555176,-0.352,0.385
13203232310210,22.5024071,105.1721191,0.093,0.401
13221013013203,20.3549272,106.0290527,0.010,0.399
13221233310023,11.7920798,106.5563965,-0.168,0.405
13223013021111,9.4382242,105.8093262,-0.158,0.399
13221233302302,11.5769066,106.2707520,0.068,0.399
13221010303311,21.0332369,105.1062012,-0.019,0.395
13221322200233,11.7060306,106.9519043,-0.222,0.395
13221011002131,21.7288855,105.6335449,-0.066,0.403
13221321332022,12.6510579,109.3469238,-0.110,0.464
13221322313320,11.5553801,108.2043457,-0.304,0.451
13223011103300,10.9088300,106.4465332,0.605,0.414
13223010330030,10.0878536,105.1721191,0.077,0.407
13221011333122,20.7252905,106.7980957,0.691,0.456
13221012321012,19.6115432,104.9963379,-0.189,0.394
13221030113323,18.9894144,105.4138184,-0.518,0.386
13221233323032,11.2753865,106.4025879,0.451,0.414
13221031023323,18.6566542,105.7653809,0.692,0.455
13221010013112,21.7492955,104.7326660,-0.268,0.413
13223011220303,10.0229482,105.5895996,-0.050,0.418
13223011220133,10.0662199,105.6335449,0.532,0.415
13221011020211,21.5246269,105.5456543,-0.662,0.353
13221011111032,21.8716943,106.7541504,0.945,0.448
13223011131223,10.6714043,106.7321777,1.416,0.443
13203230332320,23.2716267,105.2160645,-0.257,0.339
13221320122322,13.2506393,107.6770020,-0.523,0.398
